source,target,extraction_method,relation_type,value
bips:352,bips:350,body_extracted_regex,reference,1
bips:353,bips:21,body_extracted_regex,reference,3
bips:353,bips:321,body_extracted_regex,reference,2
bips:353,bips:352,body_extracted_regex,reference,1
bips:360,bips:3,body_extracted_regex,reference,2
bips:360,bips:16,body_extracted_regex,reference,2
bips:360,bips:32,body_extracted_regex,reference,1
bips:360,bips:141,body_extracted_regex,reference,5
bips:360,bips:173,body_extracted_regex,reference,2
bips:360,bips:340,body_extracted_regex,reference,2
bips:360,bips:341,body_extracted_regex,reference,20
bips:360,bips:342,body_extracted_regex,reference,3
bips:360,bips:347,body_extracted_regex,reference,2
bips:360,bips:350,body_extracted_regex,reference,2
bips:361,bips:32,body_extracted_regex,reference,4
bips:370,bips:174,body_extracted_regex,reference,3
bips:371,bips:32,body_extracted_regex,reference,2
bips:371,bips:174,body_extracted_regex,reference,2
bips:371,bips:340,body_extracted_regex,reference,2
bips:371,bips:341,body_extracted_regex,reference,4
bips:371,bips:342,body_extracted_regex,reference,1
bips:371,bips:370,body_extracted_regex,reference,1
bips:372,bips:32,body_extracted_regex,reference,1
bips:372,bips:174,body_extracted_regex,reference,1
bips:372,bips:340,body_extracted_regex,reference,2
bips:372,bips:370,body_extracted_regex,reference,1
bips:373,bips:32,body_extracted_regex,reference,4
bips:373,bips:174,body_extracted_regex,reference,2
bips:373,bips:327,body_extracted_regex,reference,9
bips:373,bips:328,body_extracted_regex,reference,4
bips:373,bips:340,body_extracted_regex,reference,6
bips:373,bips:341,body_extracted_regex,reference,4
bips:373,bips:370,body_extracted_regex,reference,2
bips:374,bips:327,body_extracted_regex,reference,2
bips:374,bips:340,body_extracted_regex,reference,2
bips:374,bips:352,body_extracted_regex,reference,2
bips:375,bips:32,body_extracted_regex,reference,1
bips:375,bips:352,body_extracted_regex,reference,9
bips:375,bips:370,body_extracted_regex,reference,2
bips:375,bips:374,body_extracted_regex,reference,11
bips:376,bips:32,body_extracted_regex,reference,7
bips:376,bips:340,body_extracted_regex,reference,1
bips:376,bips:341,body_extracted_regex,reference,3
bips:376,bips:352,body_extracted_regex,reference,10
bips:376,bips:370,body_extracted_regex,reference,1
bips:376,bips:371,body_extracted_regex,reference,1
bips:376,bips:374,body_extracted_regex,reference,1
bips:376,bips:375,body_extracted_regex,reference,3
bips:379,bips:141,body_extracted_regex,reference,2
bips:379,bips:152,body_extracted_regex,reference,1
bips:379,bips:342,body_extracted_regex,reference,2
bips:379,bips:380,body_extracted_regex,reference,3
bips:379,bips:382,body_extracted_regex,reference,4
bips:379,bips:386,body_extracted_regex,reference,4
bips:380,bips:32,body_extracted_regex,reference,6
bips:380,bips:39,body_extracted_regex,reference,1
bips:380,bips:44,body_extracted_regex,reference,1
bips:380,bips:49,body_extracted_regex,reference,1
bips:380,bips:381,body_extracted_regex,reference,3
bips:380,bips:382,body_extracted_regex,reference,2
bips:380,bips:383,body_extracted_regex,reference,2
bips:380,bips:384,body_extracted_regex,reference,1
bips:380,bips:385,body_extracted_regex,reference,2
bips:380,bips:386,body_extracted_regex,reference,2
bips:380,bips:390,body_extracted_regex,reference,1
bips:380,bips:392,body_extracted_regex,reference,1
bips:381,bips:380,body_extracted_regex,reference,1
bips:382,bips:380,body_extracted_regex,reference,1
bips:383,bips:380,body_extracted_regex,reference,1
bips:384,bips:380,body_extracted_regex,reference,1
bips:385,bips:380,body_extracted_regex,reference,1
bips:386,bips:341,body_extracted_regex,reference,5
bips:386,bips:380,body_extracted_regex,reference,1
bips:387,bips:380,body_extracted_regex,reference,1
bips:387,bips:383,body_extracted_regex,reference,1
bips:388,bips:3,body_extracted_regex,reference,1
bips:388,bips:32,body_extracted_regex,reference,7
bips:388,bips:44,body_extracted_regex,reference,4
bips:388,bips:48,body_extracted_regex,reference,2
bips:388,bips:49,body_extracted_regex,reference,4
bips:388,bips:84,body_extracted_regex,reference,4
bips:388,bips:86,body_extracted_regex,reference,4
bips:388,bips:129,body_extracted_regex,reference,2
bips:388,bips:327,body_extracted_regex,reference,1
bips:388,bips:379,body_extracted_regex,reference,3
bips:388,bips:380,body_extracted_regex,reference,3
bips:388,bips:389,body_extracted_regex,reference,2
bips:388,bips:390,body_extracted_regex,reference,2
bips:389,bips:32,body_extracted_regex,reference,8
bips:389,bips:88,body_extracted_regex,reference,1
bips:389,bips:380,body_extracted_regex,reference,4
bips:390,bips:32,body_extracted_regex,reference,2
bips:390,bips:327,body_extracted_regex,reference,4
bips:390,bips:328,body_extracted_regex,reference,2
bips:390,bips:380,body_extracted_regex,reference,4
bips:390,bips:389,body_extracted_regex,reference,2
bips:391,bips:32,body_extracted_regex,reference,2
bips:391,bips:174,body_extracted_regex,reference,6
bips:391,bips:380,body_extracted_regex,reference,6
bips:391,bips:388,body_extracted_regex,reference,1
bips:391,bips:389,body_extracted_regex,reference,2
bips:391,bips:393,body_extracted_regex,reference,1
bips:392,bips:341,body_extracted_regex,reference,2
bips:392,bips:350,body_extracted_regex,reference,2
bips:392,bips:352,body_extracted_regex,reference,6
bips:392,bips:380,body_extracted_regex,reference,2
bips:392,bips:390,body_extracted_regex,reference,1
bips:393,bips:32,body_extracted_regex,reference,2
bips:393,bips:352,body_extracted_regex,reference,4
bips:393,bips:380,body_extracted_regex,reference,11
bips:431,bips:125,body_extracted_regex,reference,5
bips:433,bips:431,body_extracted_regex,reference,2
bips:434,bips:35,body_extracted_regex,reference,4
bips:434,bips:130,body_extracted_regex,reference,6
bips:434,bips:133,body_extracted_regex,reference,6
bips:434,bips:152,body_extracted_regex,reference,6
bips:434,bips:155,body_extracted_regex,reference,8
bips:434,bips:324,body_extracted_regex,reference,6
bips:434,bips:339,body_extracted_regex,reference,10
bips:440,bips:342,body_extracted_regex,reference,4
bips:441,bips:342,body_extracted_regex,reference,4
bips:441,bips:440,body_extracted_regex,reference,6
bips:442,bips:119,body_extracted_regex,reference,3
bips:442,bips:327,body_extracted_regex,reference,4
bips:442,bips:340,body_extracted_regex,reference,4
bips:442,bips:341,body_extracted_regex,reference,2
bips:442,bips:342,body_extracted_regex,reference,3
bips:442,bips:347,body_extracted_regex,reference,3
bips:442,bips:348,body_extracted_regex,reference,3
bips:442,bips:349,body_extracted_regex,reference,3
bips:442,bips:443,body_extracted_regex,reference,3
bips:442,bips:446,body_extracted_regex,reference,3
bips:443,bips:119,body_extracted_regex,reference,2
bips:443,bips:327,body_extracted_regex,reference,1
bips:443,bips:341,body_extracted_regex,reference,10
bips:443,bips:345,body_extracted_regex,reference,2
bips:446,bips:118,body_extracted_regex,reference,2
bips:446,bips:119,body_extracted_regex,reference,4
bips:446,bips:340,body_extracted_regex,reference,2
bips:446,bips:341,body_extracted_regex,reference,14
bips:446,bips:342,body_extracted_regex,reference,1
bips:448,bips:119,body_extracted_regex,reference,2
bips:448,bips:340,body_extracted_regex,reference,2
bips:448,bips:341,body_extracted_regex,reference,1
bips:448,bips:342,body_extracted_regex,reference,3
bips:448,bips:346,body_extracted_regex,reference,2
bips:448,bips:348,body_extracted_regex,reference,3
bips:448,bips:349,body_extracted_regex,reference,3
bips:448,bips:446,body_extracted_regex,reference,7
bips:449,bips:340,body_extracted_regex,reference,9
bips:449,bips:341,body_extracted_regex,reference,3
bips:449,bips:348,body_extracted_regex,reference,3
bips:449,bips:349,body_extracted_regex,reference,3
bips:449,bips:442,body_extracted_regex,reference,1
bips:450,bips:32,body_extracted_regex,reference,1
bips:450,bips:39,body_extracted_regex,reference,46
bips:451,bips:125,body_extracted_regex,reference,4
bips:3,bips:123,preamble_extracted,requires,1
bips:44,bips:32,preamble_extracted,requires,1
bips:44,bips:43,preamble_extracted,requires,1
bips:77,bips:21,preamble_extracted,requires,1
bips:77,bips:78,preamble_extracted,requires,1
bips:77,bips:173,preamble_extracted,requires,1
bips:77,bips:174,preamble_extracted,requires,1
bips:89,bips:32,preamble_extracted,requires,1
bips:89,bips:340,preamble_extracted,requires,1
bips:89,bips:341,preamble_extracted,requires,1
bips:118,bips:340,preamble_extracted,requires,1
bips:118,bips:341,preamble_extracted,requires,1
bips:118,bips:342,preamble_extracted,requires,1
bips:129,bips:32,preamble_extracted,requires,1
bips:129,bips:174,preamble_extracted,requires,1
bips:129,bips:322,preamble_extracted,requires,1
bips:129,bips:380,preamble_extracted,requires,1
bips:129,bips:381,preamble_extracted,requires,1
bips:129,bips:382,preamble_extracted,requires,1
bips:129,bips:383,preamble_extracted,requires,1
bips:157,bips:158,preamble_extracted,requires,1
bips:158,bips:157,preamble_extracted,requires,1
bips:322,bips:174,preamble_extracted,requires,1
bips:322,bips:340,preamble_extracted,requires,1
bips:322,bips:341,preamble_extracted,requires,1
bips:341,bips:340,preamble_extracted,requires,1
bips:342,bips:340,preamble_extracted,requires,1
bips:342,bips:341,preamble_extracted,requires,1
bips:347,bips:340,preamble_extracted,requires,1
bips:347,bips:341,preamble_extracted,requires,1
bips:347,bips:342,preamble_extracted,requires,1
bips:360,bips:340,preamble_extracted,requires,1
bips:360,bips:341,preamble_extracted,requires,1
bips:360,bips:342,preamble_extracted,requires,1
bips:372,bips:174,preamble_extracted,requires,1
bips:373,bips:32,preamble_extracted,requires,1
bips:373,bips:174,preamble_extracted,requires,1
bips:373,bips:327,preamble_extracted,requires,1
bips:373,bips:328,preamble_extracted,requires,1
bips:373,bips:370,preamble_extracted,requires,1
bips:375,bips:352,preamble_extracted,requires,1
bips:375,bips:370,preamble_extracted,requires,1
bips:375,bips:374,preamble_extracted,requires,1
bips:376,bips:352,preamble_extracted,requires,1
bips:376,bips:370,preamble_extracted,requires,1
bips:376,bips:371,preamble_extracted,requires,1
bips:379,bips:380,preamble_extracted,requires,1
bips:381,bips:380,preamble_extracted,requires,1
bips:382,bips:380,preamble_extracted,requires,1
bips:383,bips:380,preamble_extracted,requires,1
bips:384,bips:380,preamble_extracted,requires,1
bips:385,bips:380,preamble_extracted,requires,1
bips:386,bips:380,preamble_extracted,requires,1
bips:387,bips:380,preamble_extracted,requires,1
bips:389,bips:380,preamble_extracted,requires,1
bips:390,bips:328,preamble_extracted,requires,1
bips:390,bips:380,preamble_extracted,requires,1
bips:392,bips:341,preamble_extracted,requires,1
bips:392,bips:350,preamble_extracted,requires,1
bips:392,bips:352,preamble_extracted,requires,1
bips:392,bips:380,preamble_extracted,requires,1
bips:393,bips:380,preamble_extracted,requires,1
bips:441,bips:440,preamble_extracted,requires,1
bips:450,bips:32,preamble_extracted,requires,1
bips:450,bips:39,preamble_extracted,requires,1
bips:2,bips:1,preamble_extracted,replaces,1
bips:3,bips:2,preamble_extracted,replaces,1
bips:21,bips:20,preamble_extracted,replaces,1
bips:78,bips:79,preamble_extracted,replaces,1
bips:135,bips:9,preamble_extracted,replaces,1
bips:173,bips:142,preamble_extracted,replaces,1
bips:321,bips:21,preamble_extracted,replaces,1
bips:323,bips:320,preamble_extracted,replaces,1
bips:324,bips:151,preamble_extracted,replaces,1
bips:350,bips:173,preamble_extracted,replaces,1
bips:1,bips:2,preamble_extracted,proposed_replacement,1
bips:2,bips:3,preamble_extracted,proposed_replacement,1
bips:20,bips:21,preamble_extracted,proposed_replacement,1
bips:21,bips:321,preamble_extracted,proposed_replacement,1
bips:79,bips:78,preamble_extracted,proposed_replacement,1
bips:151,bips:324,preamble_extracted,proposed_replacement,1
bips:173,bips:350,preamble_extracted,proposed_replacement,1
bips:320,bips:323,preamble_extracted,proposed_replacement,1
bips:345,bips:443,preamble_extracted,proposed_replacement,1
bips:391,bips:393,preamble_extracted,proposed_replacement,1
bips:11,bips:12,ground_truth_curated,depends_on,1
bips:12,bips:11,ground_truth_curated,references,1
bips:13,bips:12,ground_truth_curated,references,1
bips:13,bips:16,ground_truth_curated,depends_on,1
bips:13,bips:17,ground_truth_curated,references,1
bips:16,bips:11,ground_truth_curated,references,1
bips:16,bips:12,ground_truth_curated,supersedes,1
bips:16,bips:13,ground_truth_curated,references,1
bips:17,bips:11,ground_truth_curated,references,1
bips:17,bips:12,ground_truth_curated,supersedes,1
bips:17,bips:13,ground_truth_curated,references,1
bips:17,bips:16,ground_truth_curated,supersedes,1
bips:18,bips:11,ground_truth_curated,references,1
bips:18,bips:12,ground_truth_curated,supersedes,1
bips:18,bips:13,ground_truth_curated,references,1
bips:18,bips:16,ground_truth_curated,supersedes,1
bips:18,bips:17,ground_truth_curated,supersedes,1
bips:19,bips:11,ground_truth_curated,references,1
bips:20,bips:21,ground_truth_curated,superseded_by,1
bips:21,bips:20,ground_truth_curated,supersedes,1
bips:21,bips:321,ground_truth_curated,superseded_by,1
bips:22,bips:16,ground_truth_curated,references,1
bips:22,bips:23,ground_truth_curated,references,1
bips:22,bips:34,ground_truth_curated,references,1
bips:23,bips:22,ground_truth_curated,depends_on,1
bips:31,bips:14,ground_truth_curated,depends_on,1
bips:39,bips:32,ground_truth_curated,depends_on,1
bips:42,bips:16,ground_truth_curated,references,1
bips:42,bips:34,ground_truth_curated,references,1
bips:42,bips:62,ground_truth_curated,references,1
bips:43,bips:32,ground_truth_curated,depends_on,1
bips:43,bips:44,ground_truth_curated,references,1
bips:44,bips:32,ground_truth_curated,depends_on,1
bips:44,bips:43,ground_truth_curated,depends_on,1
bips:44,slips:44,ground_truth_curated,references,1
bips:46,bips:32,ground_truth_curated,depends_on,1
bips:46,bips:44,ground_truth_curated,depends_on,1
bips:46,bips:49,ground_truth_curated,references,1
bips:46,bips:65,ground_truth_curated,depends_on,1
bips:46,bips:84,ground_truth_curated,references,1
bips:46,bips:86,ground_truth_curated,references,1
bips:49,bips:16,ground_truth_curated,references,1
bips:49,bips:32,ground_truth_curated,depends_on,1
bips:49,bips:43,ground_truth_curated,references,1
bips:49,bips:44,ground_truth_curated,depends_on,1
bips:49,slips:132,ground_truth_curated,references,1
bips:49,bips:141,ground_truth_curated,depends_on,1
bips:62,bips:34,ground_truth_curated,references,1
bips:64,bips:37,ground_truth_curated,references,1
bips:66,bips:34,ground_truth_curated,depends_on,1
bips:66,bips:62,ground_truth_curated,references,1
bips:67,bips:11,ground_truth_curated,references,1
bips:67,bips:16,ground_truth_curated,depends_on,1
bips:67,bips:45,ground_truth_curated,references,1
bips:73,bips:70,ground_truth_curated,references,1
bips:74,bips:70,ground_truth_curated,depends_on,1
bips:77,bips:21,ground_truth_curated,depends_on,1
bips:77,bips:78,ground_truth_curated,depends_on,1
bips:77,bips:173,ground_truth_curated,depends_on,1
bips:77,bips:174,ground_truth_curated,depends_on,1
bips:77,bips:321,ground_truth_curated,depends_on,1
bips:77,bips:324,ground_truth_curated,depends_on,1
bips:78,bips:21,ground_truth_curated,depends_on,1
bips:78,bips:79,ground_truth_curated,supersedes,1
bips:87,bips:32,ground_truth_curated,depends_on,1
bips:87,bips:39,ground_truth_curated,references,1
bips:87,bips:43,ground_truth_curated,depends_on,1
bips:87,bips:44,ground_truth_curated,depends_on,1
bips:87,bips:45,ground_truth_curated,references,1
bips:87,bips:49,ground_truth_curated,references,1
bips:87,bips:67,ground_truth_curated,references,1
bips:87,bips:84,ground_truth_curated,references,1
bips:87,bips:129,ground_truth_curated,references,1
bips:87,bips:174,ground_truth_curated,references,1
bips:111,bips:37,ground_truth_curated,depends_on,1
bips:112,bips:9,ground_truth_curated,depends_on,1
bips:112,bips:65,ground_truth_curated,references,1
bips:112,bips:68,ground_truth_curated,depends_on,1
bips:112,bips:113,ground_truth_curated,references,1
bips:113,bips:9,ground_truth_curated,depends_on,1
bips:113,bips:65,ground_truth_curated,references,1
bips:113,bips:68,ground_truth_curated,references,1
bips:113,bips:112,ground_truth_curated,references,1
bips:114,bips:9,ground_truth_curated,depends_on,1
bips:114,bips:16,ground_truth_curated,references,1
bips:114,bips:112,ground_truth_curated,references,1
bips:114,bips:141,ground_truth_curated,depends_on,1
bips:119,bips:65,ground_truth_curated,references,1
bips:119,bips:112,ground_truth_curated,references,1
bips:119,bips:341,ground_truth_curated,references,1
bips:119,bips:346,ground_truth_curated,references,1
bips:128,bips:65,ground_truth_curated,references,1
bips:128,bips:68,ground_truth_curated,depends_on,1
bips:128,bips:112,ground_truth_curated,references,1
bips:128,bips:119,ground_truth_curated,references,1
bips:128,bips:140,ground_truth_curated,references,1
bips:128,bips:433,ground_truth_curated,references,1
bips:128,bips:443,ground_truth_curated,references,1
bips:142,bips:13,ground_truth_curated,references,1
bips:142,bips:16,ground_truth_curated,references,1
bips:142,bips:47,ground_truth_curated,references,1
bips:142,bips:70,ground_truth_curated,references,1
bips:142,bips:141,ground_truth_curated,depends_on,1
bips:145,bips:9,ground_truth_curated,depends_on,1
bips:145,bips:22,ground_truth_curated,depends_on,1
bips:145,bips:23,ground_truth_curated,depends_on,1
bips:145,bips:141,ground_truth_curated,references,1
bips:158,bips:37,ground_truth_curated,references,1
bips:158,bips:141,ground_truth_curated,references,1
bips:158,bips:157,ground_truth_curated,depends_on,1
bips:197,bips:199,ground_truth_curated,depends_on,1
bips:320,bips:8,ground_truth_curated,references,1
bips:320,bips:9,ground_truth_curated,references,1
bips:320,bips:323,ground_truth_curated,superseded_by,1
bips:321,bips:20,ground_truth_curated,references,1
bips:321,bips:21,ground_truth_curated,supersedes,1
bips:321,bips:351,ground_truth_curated,references,1
bips:321,bips:352,ground_truth_curated,references,1
bips:324,bips:31,ground_truth_curated,references,1
bips:324,bips:151,ground_truth_curated,supersedes,1
bips:324,bips:340,ground_truth_curated,references,1
bips:330,bips:141,ground_truth_curated,references,1
bips:330,bips:339,ground_truth_curated,depends_on,1
bips:330,bips:340,ground_truth_curated,references,1
bips:331,bips:133,ground_truth_curated,references,1
bips:331,bips:330,ground_truth_curated,references,1
bips:331,bips:339,ground_truth_curated,references,1
bips:347,bips:3,ground_truth_curated,references,1
bips:347,bips:340,ground_truth_curated,depends_on,1
bips:347,bips:341,ground_truth_curated,depends_on,1
bips:347,bips:342,ground_truth_curated,depends_on,1
bips:353,bips:21,ground_truth_curated,depends_on,1
bips:353,bips:321,ground_truth_curated,references,1
bips:353,bips:352,ground_truth_curated,references,1
bips:375,bips:32,ground_truth_curated,references,1
bips:375,bips:352,ground_truth_curated,depends_on,1
bips:375,bips:370,ground_truth_curated,depends_on,1
bips:375,bips:374,ground_truth_curated,depends_on,1
bips:392,bips:341,ground_truth_curated,depends_on,1
bips:392,bips:350,ground_truth_curated,depends_on,1
bips:392,bips:352,ground_truth_curated,depends_on,1
bips:392,bips:380,ground_truth_curated,depends_on,1
bips:392,bips:390,ground_truth_curated,references,1
bips:440,bips:342,ground_truth_curated,depends_on,1
bips:443,bips:119,ground_truth_curated,references,1
bips:443,bips:327,ground_truth_curated,references,1
bips:443,bips:341,ground_truth_curated,depends_on,1
bips:443,bips:342,ground_truth_curated,depends_on,1
bips:443,bips:345,ground_truth_curated,references,1
bips:451,bips:125,ground_truth_curated,references,1
bips:1,bips:2,body_extracted_llm,implicit_dependency,1
bips:2,bips:1,body_extracted_llm,implicit_dependency,1
bips:2,bips:123,body_extracted_llm,implicit_dependency,1
bips:3,bips:2,body_extracted_llm,implicit_dependency,1
bips:3,bips:123,body_extracted_llm,implicit_dependency,1
bips:8,bips:9,body_extracted_llm,implicit_dependency,1
bips:8,bips:16,body_extracted_llm,implicit_dependency,1
bips:8,bips:34,body_extracted_llm,implicit_dependency,1
bips:8,bips:65,body_extracted_llm,implicit_dependency,1
bips:8,bips:66,body_extracted_llm,implicit_dependency,1
bips:8,bips:68,body_extracted_llm,implicit_dependency,1
bips:8,bips:112,body_extracted_llm,implicit_dependency,1
bips:8,bips:113,body_extracted_llm,implicit_dependency,1
bips:8,bips:141,body_extracted_llm,implicit_dependency,1
bips:9,bips:16,body_extracted_llm,implicit_dependency,1
bips:9,bips:34,body_extracted_llm,implicit_dependency,1
bips:9,bips:65,body_extracted_llm,implicit_dependency,1
bips:9,bips:66,body_extracted_llm,implicit_dependency,1
bips:9,bips:68,body_extracted_llm,implicit_dependency,1
bips:9,bips:112,body_extracted_llm,implicit_dependency,1
bips:9,bips:113,body_extracted_llm,implicit_dependency,1
bips:9,bips:141,body_extracted_llm,implicit_dependency,1
bips:11,bips:12,body_extracted_llm,implicit_dependency,1
bips:12,bips:11,body_extracted_llm,implicit_dependency,1
bips:13,bips:12,body_extracted_llm,implicit_dependency,1
bips:13,bips:16,body_extracted_llm,implicit_dependency,1
bips:13,bips:17,body_extracted_llm,implicit_dependency,1
bips:15,bips:70,body_extracted_llm,implicit_dependency,1
bips:16,bips:13,body_extracted_llm,implicit_dependency,1
bips:17,bips:11,body_extracted_llm,implicit_dependency,1
bips:17,bips:12,body_extracted_llm,implicit_dependency,1
bips:17,bips:13,body_extracted_llm,implicit_dependency,1
bips:17,bips:16,body_extracted_llm,implicit_dependency,1
bips:18,bips:11,body_extracted_llm,implicit_dependency,1
bips:18,bips:12,body_extracted_llm,implicit_dependency,1
bips:18,bips:13,body_extracted_llm,implicit_dependency,1
bips:18,bips:16,body_extracted_llm,implicit_dependency,1
bips:18,bips:17,body_extracted_llm,implicit_dependency,1
bips:19,bips:11,body_extracted_llm,implicit_dependency,1
bips:20,bips:21,body_extracted_llm,implicit_dependency,1
bips:21,bips:20,body_extracted_llm,implicit_dependency,1
bips:22,bips:16,body_extracted_llm,implicit_dependency,1
bips:22,bips:23,body_extracted_llm,implicit_dependency,1
bips:22,bips:34,body_extracted_llm,implicit_dependency,1
bips:23,bips:22,body_extracted_llm,implicit_dependency,1
bips:33,bips:37,body_extracted_llm,implicit_dependency,1
bips:35,bips:10,body_extracted_llm,implicit_dependency,1
bips:37,bips:32,body_extracted_llm,implicit_dependency,1
bips:38,bips:17,body_extracted_llm,implicit_dependency,1
bips:39,bips:32,body_extracted_llm,implicit_dependency,1
bips:42,bips:16,body_extracted_llm,implicit_dependency,1
bips:42,bips:34,body_extracted_llm,implicit_dependency,1
bips:42,bips:62,body_extracted_llm,implicit_dependency,1
bips:43,bips:32,body_extracted_llm,implicit_dependency,1
bips:43,bips:44,body_extracted_llm,implicit_dependency,1
bips:44,bips:32,body_extracted_llm,implicit_dependency,1
bips:44,bips:43,body_extracted_llm,implicit_dependency,1
bips:45,bips:32,body_extracted_llm,implicit_dependency,1
bips:45,bips:43,body_extracted_llm,implicit_dependency,1
bips:46,bips:32,body_extracted_llm,implicit_dependency,1
bips:46,bips:44,body_extracted_llm,implicit_dependency,1
bips:46,bips:49,body_extracted_llm,implicit_dependency,1
bips:46,bips:65,body_extracted_llm,implicit_dependency,1
bips:46,bips:84,body_extracted_llm,implicit_dependency,1
bips:46,bips:86,body_extracted_llm,implicit_dependency,1
bips:47,bips:32,body_extracted_llm,implicit_dependency,1
bips:47,bips:43,body_extracted_llm,implicit_dependency,1
bips:47,bips:44,body_extracted_llm,implicit_dependency,1
bips:48,bips:32,body_extracted_llm,implicit_dependency,1
bips:48,bips:43,body_extracted_llm,implicit_dependency,1
bips:48,bips:44,body_extracted_llm,implicit_dependency,1
bips:48,bips:67,body_extracted_llm,implicit_dependency,1
bips:49,bips:16,body_extracted_llm,implicit_dependency,1
bips:49,bips:32,body_extracted_llm,implicit_dependency,1
bips:49,bips:43,body_extracted_llm,implicit_dependency,1
bips:49,bips:44,body_extracted_llm,implicit_dependency,1
bips:49,bips:141,body_extracted_llm,implicit_dependency,1
bips:49,slips:132,body_extracted_llm,implicit_dependency,1
bips:53,bips:37,body_extracted_llm,implicit_dependency,1
bips:53,bips:66,body_extracted_llm,implicit_dependency,1
bips:53,bips:141,body_extracted_llm,implicit_dependency,1
bips:54,bips:16,body_extracted_llm,implicit_dependency,1
bips:54,bips:30,body_extracted_llm,implicit_dependency,1
bips:54,bips:34,body_extracted_llm,implicit_dependency,1
bips:54,bips:94,body_extracted_llm,implicit_dependency,1
bips:60,bips:14,body_extracted_llm,implicit_dependency,1
bips:60,bips:37,body_extracted_llm,implicit_dependency,1
bips:61,bips:70,body_extracted_llm,implicit_dependency,1
bips:62,bips:34,body_extracted_llm,implicit_dependency,1
bips:64,bips:31,body_extracted_llm,implicit_dependency,1
bips:65,bips:66,body_extracted_llm,implicit_dependency,1
bips:66,bips:34,body_extracted_llm,implicit_dependency,1
bips:66,bips:62,body_extracted_llm,implicit_dependency,1
bips:67,bips:11,body_extracted_llm,implicit_dependency,1
bips:67,bips:16,body_extracted_llm,implicit_dependency,1
bips:67,bips:45,body_extracted_llm,implicit_dependency,1
bips:68,bips:9,body_extracted_llm,implicit_dependency,1
bips:68,bips:112,body_extracted_llm,implicit_dependency,1
bips:68,bips:113,body_extracted_llm,implicit_dependency,1
bips:69,bips:30,body_extracted_llm,implicit_dependency,1
bips:70,bips:71,body_extracted_llm,implicit_dependency,1
bips:70,bips:72,body_extracted_llm,implicit_dependency,1
bips:72,bips:21,body_extracted_llm,implicit_dependency,1
bips:72,bips:70,body_extracted_llm,implicit_dependency,1
bips:73,bips:70,body_extracted_llm,implicit_dependency,1
bips:74,bips:70,body_extracted_llm,implicit_dependency,1
bips:75,bips:70,body_extracted_llm,implicit_dependency,1
bips:77,bips:21,body_extracted_llm,implicit_dependency,1
bips:77,bips:78,body_extracted_llm,implicit_dependency,1
bips:77,bips:174,body_extracted_llm,implicit_dependency,1
bips:77,bips:321,body_extracted_llm,implicit_dependency,1
bips:77,bips:324,body_extracted_llm,implicit_dependency,1
bips:78,bips:21,body_extracted_llm,implicit_dependency,1
bips:79,bips:21,body_extracted_llm,implicit_dependency,1
bips:79,bips:69,body_extracted_llm,implicit_dependency,1
bips:79,bips:125,body_extracted_llm,implicit_dependency,1
bips:80,bips:32,body_extracted_llm,implicit_dependency,1
bips:80,bips:43,body_extracted_llm,implicit_dependency,1
bips:80,bips:44,body_extracted_llm,implicit_dependency,1
bips:81,bips:32,body_extracted_llm,implicit_dependency,1
bips:81,bips:43,body_extracted_llm,implicit_dependency,1
bips:81,bips:44,body_extracted_llm,implicit_dependency,1
bips:81,bips:80,body_extracted_llm,implicit_dependency,1
bips:83,bips:32,body_extracted_llm,implicit_dependency,1
bips:84,bips:32,body_extracted_llm,implicit_dependency,1
bips:84,bips:43,body_extracted_llm,implicit_dependency,1
bips:84,bips:44,body_extracted_llm,implicit_dependency,1
bips:84,bips:49,body_extracted_llm,implicit_dependency,1
bips:84,bips:141,body_extracted_llm,implicit_dependency,1
bips:84,bips:173,body_extracted_llm,implicit_dependency,1
bips:84,slips:132,body_extracted_llm,implicit_dependency,1
bips:85,bips:32,body_extracted_llm,implicit_dependency,1
bips:85,bips:39,body_extracted_llm,implicit_dependency,1
bips:86,bips:32,body_extracted_llm,implicit_dependency,1
bips:86,bips:43,body_extracted_llm,implicit_dependency,1
bips:86,bips:44,body_extracted_llm,implicit_dependency,1
bips:86,bips:49,body_extracted_llm,implicit_dependency,1
bips:86,bips:84,body_extracted_llm,implicit_dependency,1
bips:86,bips:341,body_extracted_llm,implicit_dependency,1
bips:87,bips:32,body_extracted_llm,implicit_dependency,1
bips:87,bips:43,body_extracted_llm,implicit_dependency,1
bips:87,bips:44,body_extracted_llm,implicit_dependency,1
bips:87,bips:67,body_extracted_llm,implicit_dependency,1
bips:87,bips:129,body_extracted_llm,implicit_dependency,1
bips:87,bips:174,body_extracted_llm,implicit_dependency,1
bips:88,bips:32,body_extracted_llm,implicit_dependency,1
bips:89,bips:32,body_extracted_llm,implicit_dependency,1
bips:89,bips:327,body_extracted_llm,implicit_dependency,1
bips:89,bips:340,body_extracted_llm,implicit_dependency,1
bips:89,bips:341,body_extracted_llm,implicit_dependency,1
bips:90,bips:9,body_extracted_llm,implicit_dependency,1
bips:90,bips:34,body_extracted_llm,implicit_dependency,1
bips:90,bips:65,body_extracted_llm,implicit_dependency,1
bips:90,bips:66,body_extracted_llm,implicit_dependency,1
bips:91,bips:9,body_extracted_llm,implicit_dependency,1
bips:91,bips:141,body_extracted_llm,implicit_dependency,1
