source,target,extraction_method,relation_type,value
nips:53,nips:19,body_extracted_regex,reference,1
nips:54,nips:02,body_extracted_regex,reference,1
nips:54,nips:21,body_extracted_regex,reference,1
nips:54,nips:25,body_extracted_regex,reference,2
nips:54,nips:51,body_extracted_regex,reference,2
nips:55,nips:04,body_extracted_regex,reference,13
nips:55,nips:44,body_extracted_regex,reference,12
nips:56,nips:32,body_extracted_regex,reference,1
nips:57,nips:01,body_extracted_regex,reference,1
nips:57,nips:23,body_extracted_regex,reference,1
nips:59,nips:13,body_extracted_regex,reference,2
nips:59,nips:19,body_extracted_regex,reference,3
nips:59,nips:44,body_extracted_regex,reference,6
nips:60,nips:09,body_extracted_regex,reference,1
nips:60,nips:40,body_extracted_regex,reference,1
nips:60,nips:44,body_extracted_regex,reference,10
nips:60,nips:61,body_extracted_regex,reference,3
nips:60,nips:65,body_extracted_regex,reference,2
nips:61,nips:07,body_extracted_regex,reference,2
nips:61,nips:44,body_extracted_regex,reference,2
nips:61,nips:46,body_extracted_regex,reference,2
nips:61,nips:60,body_extracted_regex,reference,1
nips:61,nips:65,body_extracted_regex,reference,3
nips:65,nips:11,body_extracted_regex,reference,1
nips:68,nips:71,body_extracted_regex,reference,1
nips:68,nips:94,body_extracted_regex,reference,2
nips:69,nips:40,body_extracted_regex,reference,1
nips:70,nips:42,body_extracted_regex,reference,1
nips:71,nips:09,body_extracted_regex,reference,1
nips:71,nips:92,body_extracted_regex,reference,1
nips:71,nips:96,body_extracted_regex,reference,6
nips:72,nips:09,body_extracted_regex,reference,1
nips:72,nips:18,body_extracted_regex,reference,1
nips:7D,nips:22,body_extracted_regex,reference,1
nips:84,nips:94,body_extracted_regex,reference,1
nips:86,nips:98,body_extracted_regex,reference,1
nips:89,nips:01,body_extracted_regex,reference,1
nips:89,nips:19,body_extracted_regex,reference,3
nips:89,nips:31,body_extracted_regex,reference,1
nips:90,nips:04,body_extracted_regex,reference,1
nips:90,nips:89,body_extracted_regex,reference,2
nips:92,nips:94,body_extracted_regex,reference,2
nips:94,nips:96,body_extracted_regex,reference,1
nips:96,nips:94,body_extracted_regex,reference,18
nips:96,nips:98,body_extracted_regex,reference,2
nips:99,nips:15,body_extracted_regex,reference,1
nips:99,nips:23,body_extracted_regex,reference,1
nips:99,nips:58,body_extracted_regex,reference,1
nips:01,nips:24,body_extracted_llm,implicit_dependency,1
nips:04,nips:17,body_extracted_llm,implicit_dependency,1
nips:05,nips:19,body_extracted_llm,implicit_dependency,1
nips:06,nips:32,body_extracted_llm,implicit_dependency,1
nips:07,nips:04,body_extracted_llm,implicit_dependency,1
nips:07,nips:44,body_extracted_llm,implicit_dependency,1
nips:08,nips:27,body_extracted_llm,implicit_dependency,1
nips:10,nips:01,body_extracted_llm,implicit_dependency,1
nips:11,nips:13,body_extracted_llm,implicit_dependency,1
nips:11,nips:17,body_extracted_llm,implicit_dependency,1
nips:11,nips:42,body_extracted_llm,implicit_dependency,1
nips:12,nips:01,body_extracted_llm,implicit_dependency,1
nips:13,nips:01,body_extracted_llm,implicit_dependency,1
nips:15,nips:04,body_extracted_llm,implicit_dependency,1
nips:15,nips:19,body_extracted_llm,implicit_dependency,1
nips:17,nips:10,body_extracted_llm,implicit_dependency,1
nips:17,nips:44,body_extracted_llm,implicit_dependency,1
nips:17,nips:59,body_extracted_llm,implicit_dependency,1
nips:18,nips:10,body_extracted_llm,implicit_dependency,1
nips:18,nips:21,body_extracted_llm,implicit_dependency,1
nips:20,nips:01,body_extracted_llm,implicit_dependency,1
nips:21,nips:19,body_extracted_llm,implicit_dependency,1
nips:22,nips:21,body_extracted_llm,implicit_dependency,1
nips:22,nips:73,body_extracted_llm,implicit_dependency,1
nips:22,nips:94,body_extracted_llm,implicit_dependency,1
nips:23,nips:19,body_extracted_llm,implicit_dependency,1
nips:23,nips:21,body_extracted_llm,implicit_dependency,1
nips:23,nips:27,body_extracted_llm,implicit_dependency,1
nips:24,nips:51,body_extracted_llm,implicit_dependency,1
nips:24,nips:52,body_extracted_llm,implicit_dependency,1
nips:24,nips:53,body_extracted_llm,implicit_dependency,1
nips:24,nips:65,body_extracted_llm,implicit_dependency,1
nips:24,nips:73,body_extracted_llm,implicit_dependency,1
nips:24,nips:99,body_extracted_llm,implicit_dependency,1
nips:25,nips:30,body_extracted_llm,implicit_dependency,1
nips:26,nips:01,body_extracted_llm,implicit_dependency,1
nips:27,nips:10,body_extracted_llm,implicit_dependency,1
nips:27,nips:19,body_extracted_llm,implicit_dependency,1
nips:27,nips:21,body_extracted_llm,implicit_dependency,1
nips:28,nips:10,body_extracted_llm,implicit_dependency,1
nips:29,nips:51,body_extracted_llm,implicit_dependency,1
nips:29,nips:70,body_extracted_llm,implicit_dependency,1
nips:30,nips:25,body_extracted_llm,implicit_dependency,1
nips:30,nips:38,body_extracted_llm,implicit_dependency,1
nips:31,nips:89,body_extracted_llm,implicit_dependency,1
nips:32,nips:01,body_extracted_llm,implicit_dependency,1
nips:32,nips:09,body_extracted_llm,implicit_dependency,1
nips:34,nips:09,body_extracted_llm,implicit_dependency,1
nips:34,nips:10,body_extracted_llm,implicit_dependency,1
nips:35,nips:10,body_extracted_llm,implicit_dependency,1
nips:36,nips:32,body_extracted_llm,implicit_dependency,1
nips:37,nips:44,body_extracted_llm,implicit_dependency,1
nips:37,nips:65,body_extracted_llm,implicit_dependency,1
nips:38,nips:30,body_extracted_llm,implicit_dependency,1
nips:39,nips:01,body_extracted_llm,implicit_dependency,1
nips:40,nips:11,body_extracted_llm,implicit_dependency,1
nips:42,nips:01,body_extracted_llm,implicit_dependency,1
nips:42,nips:20,body_extracted_llm,implicit_dependency,1
nips:44,nips:01,body_extracted_llm,implicit_dependency,1
nips:45,nips:01,body_extracted_llm,implicit_dependency,1
nips:46,nips:05,body_extracted_llm,implicit_dependency,1
nips:46,nips:44,body_extracted_llm,implicit_dependency,1
nips:46,nips:89,body_extracted_llm,implicit_dependency,1
nips:47,nips:04,body_extracted_llm,implicit_dependency,1
nips:49,nips:21,body_extracted_llm,implicit_dependency,1
nips:51,nips:04,body_extracted_llm,implicit_dependency,1
nips:51,nips:17,body_extracted_llm,implicit_dependency,1
nips:51,nips:28,body_extracted_llm,implicit_dependency,1
nips:51,nips:29,body_extracted_llm,implicit_dependency,1
nips:51,nips:30,body_extracted_llm,implicit_dependency,1
nips:51,nips:54,body_extracted_llm,implicit_dependency,1
nips:51,nips:72,body_extracted_llm,implicit_dependency,1
nips:52,nips:09,body_extracted_llm,implicit_dependency,1
nips:53,nips:19,body_extracted_llm,implicit_dependency,1
nips:54,nips:02,body_extracted_llm,implicit_dependency,1
nips:54,nips:21,body_extracted_llm,implicit_dependency,1
nips:54,nips:25,body_extracted_llm,implicit_dependency,1
nips:54,nips:51,body_extracted_llm,implicit_dependency,1
nips:55,nips:04,body_extracted_llm,implicit_dependency,1
nips:55,nips:44,body_extracted_llm,implicit_dependency,1
nips:56,nips:32,body_extracted_llm,implicit_dependency,1
nips:57,nips:01,body_extracted_llm,implicit_dependency,1
nips:57,nips:23,body_extracted_llm,implicit_dependency,1
nips:57,nips:29,body_extracted_llm,implicit_dependency,1
nips:57,nips:39,body_extracted_llm,implicit_dependency,1
nips:57,nips:65,body_extracted_llm,implicit_dependency,1
nips:58,nips:01,body_extracted_llm,implicit_dependency,1
nips:59,nips:13,body_extracted_llm,implicit_dependency,1
nips:59,nips:44,body_extracted_llm,implicit_dependency,1
nips:60,nips:09,body_extracted_llm,implicit_dependency,1
nips:60,nips:40,body_extracted_llm,implicit_dependency,1
nips:60,nips:44,body_extracted_llm,implicit_dependency,1
nips:60,nips:61,body_extracted_llm,implicit_dependency,1
nips:60,nips:65,body_extracted_llm,implicit_dependency,1
nips:61,nips:44,body_extracted_llm,implicit_dependency,1
nips:61,nips:46,body_extracted_llm,implicit_dependency,1
nips:61,nips:60,body_extracted_llm,implicit_dependency,1
nips:61,nips:65,body_extracted_llm,implicit_dependency,1
nips:64,nips:31,body_extracted_llm,implicit_dependency,1
nips:65,nips:03,body_extracted_llm,implicit_dependency,1
nips:65,nips:11,body_extracted_llm,implicit_dependency,1
nips:68,nips:71,body_extracted_llm,implicit_dependency,1
nips:68,nips:94,body_extracted_llm,implicit_dependency,1
nips:69,nips:40,body_extracted_llm,implicit_dependency,1
nips:70,nips:42,body_extracted_llm,implicit_dependency,1
nips:71,nips:09,body_extracted_llm,implicit_dependency,1
nips:71,nips:92,body_extracted_llm,implicit_dependency,1
nips:72,nips:09,body_extracted_llm,implicit_dependency,1
nips:72,nips:18,body_extracted_llm,implicit_dependency,1
nips:73,nips:32,body_extracted_llm,implicit_dependency,1
nips:75,nips:57,body_extracted_llm,implicit_dependency,1
nips:78,nips:33,body_extracted_llm,implicit_dependency,1
nips:7D,nips:22,body_extracted_llm,implicit_dependency,1
nips:86,nips:98,body_extracted_llm,implicit_dependency,1
nips:89,nips:01,body_extracted_llm,implicit_dependency,1
nips:89,nips:19,body_extracted_llm,implicit_dependency,1
nips:89,nips:31,body_extracted_llm,implicit_dependency,1
nips:90,nips:04,body_extracted_llm,implicit_dependency,1
nips:90,nips:05,body_extracted_llm,implicit_dependency,1
nips:90,nips:89,body_extracted_llm,implicit_dependency,1
nips:92,nips:94,body_extracted_llm,implicit_dependency,1
nips:94,nips:96,body_extracted_llm,implicit_dependency,1
nips:96,nips:94,body_extracted_llm,implicit_dependency,1
nips:96,nips:98,body_extracted_llm,implicit_dependency,1
nips:98,nips:01,body_extracted_llm,implicit_dependency,1
nips:99,nips:15,body_extracted_llm,implicit_dependency,1
nips:99,nips:23,body_extracted_llm,implicit_dependency,1
nips:99,nips:58,body_extracted_llm,implicit_dependency,1
nips:17,nips:44,ground_truth_curated,depends_on,1
nips:17,nips:59,ground_truth_curated,depends_on,1
