edge_type,source,target,value
body_extracted_llm,43,20,1
body_extracted_llm,43,42,1
body_extracted_llm,43,70,1
body_extracted_llm,45,33,1
body_extracted_llm,46,44,1
body_extracted_llm,47,16,1
body_extracted_llm,47,40,1
body_extracted_llm,47,44,1
body_extracted_llm,49,19,1
body_extracted_llm,50,11,1
body_extracted_llm,51,16,1
body_extracted_llm,51,17,1
body_extracted_llm,51,28,1
body_extracted_llm,51,29,1
body_extracted_llm,51,30,1
body_extracted_llm,51,33,1
body_extracted_llm,51,34,1
body_extracted_llm,51,37,1
body_extracted_llm,51,44,1
body_extracted_llm,51,54,1
body_extracted_llm,51,58,1
body_extracted_llm,51,65,1
body_extracted_llm,51,72,1
body_extracted_llm,51,94,1
body_extracted_llm,52,33,1
body_extracted_llm,53,10,1
body_extracted_llm,53,16,1
body_extracted_llm,53,19,1
body_extracted_llm,53,21,1
body_extracted_llm,53,33,1
body_extracted_llm,54,21,1
body_extracted_llm,54,25,1
body_extracted_llm,54,33,1
body_extracted_llm,55,44,1
body_extracted_llm,55,57,1
body_extracted_llm,56,32,1
body_extracted_llm,57,33,1
body_extracted_llm,58,16,1
body_extracted_llm,58,33,1
body_extracted_llm,58,51,1
body_extracted_llm,59,16,1
body_extracted_llm,59,44,1
body_extracted_llm,60,40,1
body_extracted_llm,60,44,1
body_extracted_llm,60,51,1
body_extracted_llm,60,61,1
body_extracted_llm,60,65,1
body_extracted_llm,61,10,1
body_extracted_llm,61,12,1
body_extracted_llm,61,44,1
body_extracted_llm,61,60,1
body_extracted_llm,61,65,1
body_extracted_llm,62,59,1
body_extracted_llm,65,16,1
body_extracted_llm,66,11,1
body_extracted_llm,66,33,1
body_extracted_llm,66,52,1
body_extracted_llm,66,65,1
body_extracted_llm,68,36,1
body_extracted_llm,68,94,1
body_extracted_llm,69,33,1
body_extracted_llm,69,40,1
body_extracted_llm,70,18,1
body_extracted_llm,70,42,1
body_extracted_llm,71,33,1
body_extracted_llm,71,92,1
body_extracted_llm,71,94,1
body_extracted_llm,71,96,1
body_extracted_llm,72,16,1
body_extracted_llm,72,18,1
body_extracted_llm,72,22,1
body_extracted_llm,72,33,1
body_extracted_llm,75,33,1
body_extracted_llm,75,57,1
body_extracted_llm,78,33,1
body_extracted_llm,84,18,1
body_extracted_llm,84,33,1
body_extracted_llm,85,16,1
body_extracted_llm,85,33,1
body_extracted_llm,85,44,1
body_extracted_llm,85,73,1
body_extracted_llm,86,98,1
body_extracted_llm,87,12,1
body_extracted_llm,87,33,1
body_extracted_llm,88,51,1
body_extracted_llm,89,12,1
body_extracted_llm,89,19,1
body_extracted_llm,89,33,1
body_extracted_llm,92,94,1
body_extracted_llm,96,16,1
body_extracted_llm,96,94,1
body_extracted_llm,96,98,1
body_extracted_llm,99,33,1
body_extracted_llm,99,58,1
